City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,colares,38.7992,-9.4469,19.94,82,20,9.28,PT,1722648183
364,la ronge,55.1001,-105.2842,21.14,37,40,5.14,CA,1722648184
365,caister-on-sea,52.6481,1.7265,18.54,84,89,4.35,GB,1722648186
366,afaahiti,-17.75,-149.2833,24.93,68,18,5.06,PF,1722648187
367,jam sahib,26.2958,68.6292,30.01,77,100,2.45,PK,1722648188
368,revda,56.801,59.9303,12.36,98,73,2.29,RU,1722648190
369,lansdowne,39.9382,-75.2719,26.23,90,29,1.78,US,1722648191
370,mpika,-11.8343,31.4529,11.04,59,0,2.75,ZM,1722648192
371,las palmas,28.4204,-14.0131,23.44,57,0,5.66,ES,1722648193
372,paoua,7.2427,16.4406,21.25,86,100,1.69,CF,1722648195
373,kulhudhuffushi,6.6221,73.07,27.66,78,100,4.43,MV,1722648074
374,mazowe,-17.504,30.9739,11.43,63,0,1.27,ZW,1722648197
375,tongliao,43.6125,122.2653,23.52,83,100,2.11,CN,1722648198
376,buka,40.8108,69.1986,22.31,35,0,2.96,UZ,1722648199
377,funafuti,-8.5243,179.1942,32.0,70,20,3.09,TV,1722648201
378,ingenio,27.9209,-15.4406,24.1,50,20,10.29,ES,1722648202
379,pitea,65.3172,21.4794,15.05,97,28,3.72,SE,1722648203
380,saguenay,48.4168,-71.0657,23.45,89,40,3.09,CA,1722648204
381,gadzhiyevo,69.2551,33.3362,9.25,93,16,4.22,RU,1722648206
382,mungwi,-10.1732,31.3694,10.51,62,37,1.56,ZM,1722648207
383,igrim,63.1906,64.4162,15.16,92,10,1.81,RU,1722648208
384,alotau,-10.3069,150.4462,23.18,87,100,2.76,PG,1722648210
385,urangan,-25.3,152.9,18.49,67,8,7.03,AU,1722648211
386,nuuk,64.1835,-51.7216,3.34,100,100,1.03,GL,1722648212
387,borba,-4.3878,-59.5939,27.22,48,100,1.03,BR,1722648214
388,hasaki,35.7333,140.8333,31.27,71,93,2.42,JP,1722648215
389,chincha alta,-13.4099,-76.1323,15.33,82,5,0.69,PE,1722648216
390,tuy hoa,13.0833,109.3,30.82,62,6,3.33,VN,1722648217
391,dokkum,53.3222,5.997,17.78,81,75,2.06,NL,1722648219
392,kangding,30.0513,101.9603,18.83,91,100,1.34,CN,1722648220
393,taraz,42.9,71.3667,21.23,46,0,3.0,KZ,1722648221
394,lensk,60.7253,114.9278,19.53,39,82,1.78,RU,1722648222
395,severobaykal'sk,55.65,109.3167,17.21,58,100,0.74,RU,1722648224
396,neyshabur,36.2133,58.7958,24.81,36,1,1.59,IR,1722648225
397,shingu,33.7333,135.9833,30.4,69,99,2.22,JP,1722648226
398,yulinshi,38.2906,109.7494,22.27,76,100,2.1,CN,1722648227
399,san pablo viejo abajo,8.4546,-82.5082,24.61,94,20,0.51,PA,1722648229
400,pyetrykaw,52.1289,28.4921,14.28,83,100,2.45,BY,1722648141
401,fale old settlement,-9.3852,-171.2468,28.18,74,14,7.4,TK,1722648231
402,cabedelo,-6.9811,-34.8339,23.37,83,17,6.48,BR,1722648232
403,ujae,8.9322,165.7642,28.94,72,14,3.94,MH,1722648234
404,yaren,-0.5472,166.916,29.26,70,39,6.17,NR,1722648235
405,eket,4.6412,7.9209,23.21,90,97,2.18,NG,1722648236
406,colchani,-20.3,-66.9333,1.79,31,0,2.79,BO,1722648237
407,woolgoolga,-30.1106,153.2007,17.93,56,1,4.74,AU,1722648239
408,quepos,9.4236,-84.1652,25.15,90,100,2.53,CR,1722648240
409,el porvenir,13.7617,-87.3458,22.63,88,94,0.97,HN,1722648241
410,marsh harbour,26.5412,-77.0636,28.72,80,5,9.21,BS,1722648242
411,rupert,42.6191,-113.6772,35.97,26,0,2.57,US,1722648055
412,christchurch,-43.5333,172.6333,9.62,61,0,1.54,NZ,1722648179
413,recreo,-29.2818,-65.061,24.24,41,64,5.37,AR,1722648246
414,acarau,-2.8856,-40.12,24.78,81,14,7.14,BR,1722648248
415,flin flon,54.7682,-101.865,21.27,40,15,4.18,CA,1722648249
416,westport,41.1415,-73.3579,26.25,84,75,2.06,US,1722648082
417,jinka,5.65,36.65,17.95,79,99,0.87,ET,1722648251
418,dazhong,33.1997,120.4578,27.98,90,100,2.85,CN,1722648253
419,noumea,-22.2763,166.4572,23.99,99,44,4.84,NC,1722648254
420,swakopmund,-22.6833,14.5333,13.29,71,0,1.52,NA,1722648255
421,lagoa,39.05,-27.9833,22.45,76,0,0.97,PT,1722648256
422,bakau,13.4781,-16.6819,26.08,83,20,2.06,GM,1722648258
423,putla villa de guerrero,17.0333,-97.9333,21.93,96,96,0.7,MX,1722648259
424,tsiombe,-25.3,45.4833,15.26,88,0,1.38,MG,1722648260
425,clayton,33.5335,-84.3666,28.33,83,2,2.07,US,1722648261
426,xilin hot,43.9667,116.0333,23.49,67,100,4.23,CN,1722648263
427,pont-sainte-marie,48.3185,4.0945,18.03,88,0,3.09,FR,1722648264
428,taroa,8.7058,171.2275,28.28,77,4,3.32,MH,1722648265
429,galliano,29.4422,-90.2992,30.56,74,0,2.06,US,1722648267
430,saint-pierre,-21.3393,55.4781,18.82,68,40,2.06,RE,1722648268
431,choix,26.7092,-108.3219,34.4,45,55,3.24,MX,1722648269
432,wynyard,-41.0,145.7167,12.33,79,100,3.83,AU,1722648271
433,le port,-20.9373,55.2919,19.0,84,6,1.1,RE,1722648272
434,lihue,21.9789,-159.3672,28.19,66,100,4.63,US,1722648273
435,lupane,-18.9315,27.807,11.33,45,0,1.9,ZW,1722648275
436,jumilla,38.4792,-1.325,22.2,58,0,1.64,ES,1722648276
437,sueyoshicho-ninokata,31.65,131.0167,31.54,54,6,0.29,JP,1722648277
438,bouarfa,32.53,-1.95,26.98,23,5,1.57,MA,1722648280
439,brisas de zicatela,15.8369,-97.0419,28.17,73,100,0.54,MX,1722648281
440,carutapera,-1.195,-46.02,25.41,81,70,2.88,BR,1722648282
441,puerto armuelles,8.2833,-82.8667,27.27,76,100,0.45,PA,1722648283
442,dzhalagash,45.0833,64.6667,22.73,42,0,3.53,KZ,1722648285
443,kununurra,-15.7667,128.7333,27.99,30,5,3.09,AU,1722648286
444,san luis de la loma,17.2706,-100.8939,27.27,82,100,1.34,MX,1722648287
445,tenenkou,14.4572,-4.9169,27.86,71,100,3.84,ML,1722648288
446,mubende,0.5606,31.39,17.97,81,100,0.41,UG,1722648289
447,weno,7.4515,151.8468,28.97,89,100,3.6,FM,1722648291
448,inhambane,-23.865,35.3833,17.1,87,0,2.82,MZ,1722648292
449,malvan,16.0667,73.4667,26.5,87,100,7.68,IN,1722648293
450,calabozo,8.9242,-67.4293,24.7,86,98,0.97,VE,1722648294
451,vilyuchinsk,52.9306,158.4028,22.15,76,100,2.96,RU,1722648295
452,martinsville,36.6915,-79.8725,23.05,97,75,0.0,US,1722648297
453,laguna,38.421,-121.4238,36.36,27,0,6.69,US,1722648298
454,inari,68.906,27.0288,12.11,97,15,2.65,FI,1722648299
455,lerwick,60.1545,-1.1494,14.0,99,100,4.49,GB,1722648300
456,rio grande,-32.035,-52.0986,18.3,86,61,7.91,BR,1722648302
457,puerto deseado,-47.7503,-65.8938,8.42,67,0,7.63,AR,1722648303
458,dolbeau-mistassini,48.8763,-72.212,24.36,79,100,0.28,CA,1722648304
459,langepas,61.2544,75.2124,18.0,96,100,2.34,RU,1722648306
460,kalmunai,7.4167,81.8167,27.34,73,100,0.11,LK,1722648307
461,malango,-2.9627,119.9001,23.9,72,17,1.45,ID,1722648308
462,la villa del rosario,10.3258,-72.3134,25.28,85,38,2.41,VE,1722648310
463,prado,-17.3411,-39.2208,21.28,90,6,1.03,BR,1722648079
464,presidencia roque saenz pena,-26.7852,-60.4388,33.19,23,2,9.27,AR,1722648312
465,salalah,17.0151,54.0924,25.05,94,100,2.57,OM,1722648315
466,khorixas,-20.3667,14.9667,16.39,30,0,0.93,NA,1722648316
467,dhidhdhoo,6.8833,73.1,28.03,78,99,4.67,MV,1722648317
468,port blair,11.6667,92.75,28.02,89,40,1.03,IN,1722648319
469,shizuishan,39.2333,106.7694,22.27,67,0,3.23,CN,1722648320
470,banfora,10.6333,-4.7667,22.75,96,100,1.86,BF,1722648321
471,margate,51.3813,1.3862,18.16,84,72,3.51,GB,1722648323
472,antsiranana,-12.2787,49.2917,21.32,67,0,7.21,MG,1722648324
473,parry sound,45.3501,-80.033,26.03,65,75,0.76,CA,1722648325
474,kaa-khem,51.6833,94.7333,23.48,36,6,1.32,RU,1722648326
475,seymour,38.9592,-85.8903,23.29,93,22,3.14,US,1722647786
476,felipe carrillo puerto,19.5833,-88.05,26.24,85,96,1.33,MX,1722648254
477,lorengau,-2.0226,147.2712,28.52,79,99,3.48,PG,1722648330
478,merizo village,13.2658,144.6691,29.85,86,100,10.6,GU,1722648331
479,veinticinco de mayo,-35.4323,-60.1727,19.43,86,100,5.36,AR,1722648332
480,neryungri,56.6709,124.6491,15.14,80,95,1.39,RU,1722648334
481,tralee,52.2704,-9.7026,11.32,89,100,2.65,IE,1722648335
482,kargil,34.5667,76.1,13.16,66,10,2.82,IN,1722648336
483,sisimiut,66.9395,-53.6735,6.55,82,8,0.93,GL,1722648337
484,general roca,-39.0333,-67.5833,13.12,40,100,7.27,AR,1722648332
485,anahuac,27.2333,-100.15,35.79,34,60,7.04,MX,1722648341
486,mota del cuervo,39.5101,-2.8738,22.08,41,0,2.81,ES,1722648342
487,sao gabriel da cachoeira,-0.1303,-67.0892,23.87,90,97,1.12,BR,1722648343
488,sarikei,2.1167,111.5167,27.63,72,97,0.84,MY,1722648345
489,north mankato,44.1733,-94.0339,29.05,84,0,2.57,US,1722648346
490,korocha,50.8107,37.1953,16.4,67,100,1.7,RU,1722648347
491,carnarvon,-24.8667,113.6333,17.57,71,0,5.89,AU,1722648349
492,zhezqazghan,47.7833,67.7667,19.32,52,0,4.0,KZ,1722648350
493,madalena,41.2162,-8.3345,19.14,86,0,0.77,PT,1722648351
494,chake chake,-5.2459,39.7666,23.11,80,6,4.32,TZ,1722648353
495,gulf shores,30.246,-87.7008,32.03,68,0,3.6,US,1722648155
496,nizhneangarsk,55.7833,109.55,16.65,62,100,1.25,RU,1722648357
497,phan rang-thap cham,11.5667,108.9833,29.42,67,14,1.13,VN,1722648358
498,bamboo flat,11.7,92.7167,28.05,89,40,1.03,IN,1722648359
499,mammoth lakes,37.6485,-118.9721,20.4,63,75,2.06,US,1722648139
500,morondava,-20.2833,44.2833,18.44,70,0,2.43,MG,1722648362
501,saint-philippe,-21.3585,55.7679,18.77,83,65,3.32,RE,1722648363
502,maintirano,-18.0667,44.0167,19.6,80,0,3.02,MG,1722648365
503,port saint john's,-31.6229,29.5448,15.27,85,0,2.61,ZA,1722648366
504,coahuayana de hidalgo,18.7,-103.6583,28.08,77,100,0.94,MX,1722648367
505,assab,13.0092,42.7394,28.71,72,100,6.76,ER,1722648369
506,talcahuano,-36.7167,-73.1167,11.82,87,75,3.09,CL,1722648370
507,pontianak,-0.0333,109.3333,24.99,100,40,1.03,ID,1722648371
508,ola,59.5833,151.2833,11.0,62,97,2.03,RU,1722648373
509,kupang,-10.1667,123.5833,29.32,58,20,5.66,ID,1722648374
510,kiunga,-6.1219,141.2906,24.27,94,100,2.36,PG,1722648375
511,lompoc,34.6391,-120.4579,23.85,85,0,5.14,US,1722648376
512,mazamitla,19.9167,-103.0333,14.91,92,100,0.6,MX,1722648379
513,rawson,-43.3002,-65.1023,13.87,39,100,10.07,AR,1722648362
514,shendi,16.6915,33.4341,27.05,61,100,4.12,SD,1722648381
515,altai,46.3722,96.2583,16.36,37,0,1.31,MN,1722648384
516,kingscliff,-28.2667,153.5667,20.43,56,3,6.17,AU,1722648385
517,pinahat,26.8839,78.3781,27.4,84,39,1.1,IN,1722648386
518,kapit,2.0167,112.9333,23.53,91,100,0.27,MY,1722648388
519,beledweyne,4.7358,45.2036,23.47,73,100,7.79,SO,1722648389
520,newport,51.5877,-2.9984,18.58,93,100,5.33,GB,1722648390
521,verkhnevilyuysk,63.4453,120.3167,18.11,45,94,0.11,RU,1722648392
522,balkanabat,39.5108,54.3671,30.66,25,6,4.97,TM,1722648393
523,fort saskatchewan,53.7168,-113.2187,25.94,33,99,4.47,CA,1722648394
524,menongue,-14.6585,17.691,13.31,27,0,2.32,AO,1722648395
525,lasem,-6.6922,111.4527,26.73,78,0,3.38,ID,1722648397
526,uliastay,47.7417,96.8444,16.05,51,2,1.2,MN,1722648398
527,queenstown,-31.8976,26.8753,8.54,45,0,3.11,ZA,1722648399
528,tual,-5.6667,132.75,25.56,89,17,9.04,ID,1722648400
529,leava,-14.3,-178.1667,27.4,75,25,5.96,WF,1722648402
530,watertown,42.3709,-71.1828,25.66,86,0,0.45,US,1722648322
531,tempio pausania,40.8974,9.1035,20.51,47,100,1.93,IT,1722648404
532,karatuzskoye,53.6072,92.8667,19.24,79,39,0.94,RU,1722648406
533,haciqabul,40.0408,48.9445,27.18,41,100,0.94,AZ,1722648407
534,becej,45.6163,20.0333,19.99,82,99,3.07,RS,1722648408
535,sinabang,2.4803,96.3801,25.47,86,100,1.55,ID,1722648410
536,boskovice,49.4875,16.66,17.34,75,99,6.95,CZ,1722648411
537,shakawe,-18.3667,21.85,15.48,29,0,2.98,BW,1722648414
538,amarpatan,24.3167,80.9833,25.55,89,100,4.51,IN,1722648415
539,bati,11.1833,40.0167,18.11,82,100,0.5,ET,1722648416
540,luanda,-8.8368,13.2343,19.0,88,86,1.03,AO,1722648418
541,goundi,9.3627,17.366,22.66,92,100,1.3,TD,1722648419
542,polyarnyy,69.1989,33.4478,9.09,92,16,3.97,RU,1722648420
543,alofi,-19.0595,-169.9187,26.94,54,100,4.63,NU,1722648422
544,breo,44.3904,7.8212,23.32,82,66,1.91,IT,1722648423
545,nushki,29.5542,66.0215,30.71,45,100,2.24,PK,1722648424
546,nuevitas,21.5453,-77.2644,24.0,93,100,3.47,CU,1722648425
547,kanel,15.4916,-13.1763,31.79,55,100,6.22,SN,1722648426
548,lankaran,38.7543,48.8506,23.04,64,75,1.03,AZ,1722648428
549,turkmenbasy,40.0222,52.9552,29.43,30,75,3.09,TM,1722648429
550,tsiroanomandidy,-18.7667,46.0333,12.76,89,0,1.13,MG,1722648432
551,alesund,62.4723,6.1549,12.96,94,0,1.03,NO,1722648236
552,nuriootpa,-34.4833,139.0,12.99,65,100,3.09,AU,1722648434
553,tianshui,34.5439,105.6897,20.28,92,100,2.25,CN,1722648436
554,princeville,45.7668,-61.2985,21.54,93,0,0.0,CA,1722648437
555,swan hill,-35.3378,143.5544,14.64,40,100,2.89,AU,1722648438
556,kurovskoye,55.5783,38.9108,14.94,96,29,2.11,RU,1722648440
557,port isabel,26.0734,-97.2086,31.04,77,0,3.6,US,1722648441
558,lakshettipet,18.8667,79.2167,24.59,93,100,2.11,IN,1722648442
559,nadi,-17.8,177.4167,30.0,58,40,6.69,FJ,1722648443
560,dolores,-36.3132,-57.6792,24.13,55,99,6.45,AR,1722648445
561,whangarei,-35.7317,174.3239,10.82,97,100,4.02,NZ,1722648446
562,macherla,16.4833,79.4333,27.08,70,100,6.63,IN,1722648447
563,ciudad guayana,8.3533,-62.6528,24.99,92,0,2.15,VE,1722648449
564,greenville,35.6127,-77.3663,26.18,89,40,0.0,US,1722648451
565,drean,36.6848,7.7511,29.86,45,40,2.06,DZ,1722648452
566,yung shue wan,22.2333,114.1167,31.85,81,0,0.45,HK,1722648454
567,taco pozo,-25.6167,-63.2833,30.18,30,9,5.36,AR,1722648455
568,padampur,29.6833,73.6167,30.88,66,5,5.1,IN,1722648456
569,west bay,19.3667,-81.4167,28.04,89,40,1.54,KY,1722648457
570,cam ranh,11.9214,109.1591,30.98,62,0,2.06,VN,1722648459
571,mutuali,-14.8706,37.0044,14.83,74,0,1.13,MZ,1722648460
572,palu,-0.8917,119.8707,28.93,74,42,1.24,ID,1722648461
